,Unnamed: 0,context_translated,question_translated,text_translated,original_index
444,444,"මැඩෝනා නැවතත් මලාවි වෙතින් දරුකමට හදා ගැනීමට තීරණය කිරීමත් සමඟ මතභේදයක් ඇති විය. චිෆුන්ඩෝ ""මර්සි"" ජේම්ස්ව 2009 ජුනි මාසයේදී දරුකමට හදා ගන්නා ලදි. මැඩෝනා ඩේවිඩ්ව දරුකමට හදා ගැනීමට ගිය අවස්ථාවේ සිටම මර්සිව දැන සිටියේය. දරුකමට හදා ගැනීමට මර්සිගේ ආච්චි මුලදී විරෝධය පළ කළ නමුත් පසුව එය ලබා දෙමින් කියා සිටියේ, “මුලදී මට ඇය යන්නට අවශ්‍ය නොවීය. නමුත් පවුලක් වශයෙන් අපට වාඩි වී එකඟතාවකට පැමිණිය යුතු අතර මර්සි යා යුතු බවට අපි එකඟ වෙමු. දයාව හදාගන්න, මම තවදුරටත් විරුද්ධ නොවෙමි.මම තවමත් මර්සිට ආදරෙයි.ඇය මගේ ආදරණීයයාය. මර්සිගේ පියා තවමත් තදින් කියා සිටියේ තමා ජීවතුන් අතර සිට දරුකමට හදා ගැනීමට සහාය දිය නොහැකි බවයි. මර්සිගේ පියා තවමත් තදින් කියා සිටියේ තමා ජීවතුන් අතර සිට දරුකමට හදා ගැනීමට සහාය දිය නොහැකි බවයි.",දයාව පිළිගත්තේ කවදාද?,2009 ජුනි,2444
445,445,"1840 දී පළමුවන ලුවී පිලිප් නැපෝලියන්ගේ දේහය ප්‍රංශයට ගෙන ඒමට බ්‍රිතාන්‍යයන්ගෙන් අවසර ලබා ගත්තේය. 1840 දෙසැම්බර් 15 වන දින රාජ්‍ය අවමංගල්‍යයක් පැවැත්විණි. ආක් ඩි ට්‍රයොම්ප් සිට චැම්ප්ස්-එලිසීස් දක්වා, පෙදෙස ඩි ලා කොන්කෝඩ් හරහා එස්ප්ලේනේඩ් ඩෙස් ඉන්වාලයිඩ්ස් දක්වාත්, පසුව ශාන්ත ජෙරොම්ස් දේවස්ථානයේ කූපෝලා දක්වාත්, ලුවී විස්කොන්ටි විසින් නිර්මාණය කරන ලද සොහොන් ගෙය අවසන් වන තෙක් එය පැවතුනි. 1861 දී නැපෝලියන්ගේ දේහය ලෙස් ඉන්වාලයිඩස් හි ගෝලාකාරය යට ගුප්තකේතයේ පෝර්ෆි සර්කෝෆගස් තුළ තැන්පත් කරන ලදී. 1861 දී නැපෝලියන්ගේ දේහය ලෙස් ඉන්වාලයිඩස් හි ගෝලාකාරය යට ගුප්තකේතයේ පෝර්ෆි සර්කෝෆගස් තුළ තැන්පත් කරන ලදී.",නැපෝලියන්ගේ දේහය රැගත් ශ්‍රවණාගාරය පෙරහැර ආරම්භ කළේ කුමන ස්ථානයේද?,ආර්ක් ඩි ට්‍රයොම්ප්,2445
446,446,"වරින් වර අනෙකුත් අප්‍රිකානු රටවලට අපනයනය කළ පෝලියෝ රෝගය තුරන් නොකළ අප්‍රිකාවේ එකම රට නයිජීරියාවයි. 2009 සිට 2010 දක්වා කාලය තුළ පෝලියෝ 98% ක් කපා හරින ලදි. කෙසේ වෙතත්, 2014 දෙසැම්බර් මාසයේදී නයිජීරියාවේ මාස 6 ක් තුළ පෝලියෝ රෝගයක් වාර්තා වී නොමැති බවත්, පෝලියෝ රහිත යැයි ප්‍රකාශයට පත් කරන බවත් වාර්තා විය. ලියුකේමියාව, ලිම්ෆෝමා හෝ දෑකැති සෛල රෝග ඇති පුද්ගලයින්ට ජීවිතාරක්ෂක අස්ථි ඇටමිදුළු බද්ධ කිරීමක් සඳහා සුදුසු පරිත්‍යාගශීලියෙකු සොයා ගැනීමට උපකාර කිරීම සඳහා නයිජීරියා විශ්ව විද්‍යාලය විසින් 2012 දී නව අස්ථි ඇටමිදුළු ආධාර වැඩසටහනක් දියත් කරන ලද අතර එමඟින් ඔවුන්ගේ තත්වයන් සුව කරයි. මෙම සැත්කම සාර්ථකව සිදු කළ දෙවන අප්‍රිකානු රට බවට නයිජීරියාව පත්විය. බටහිර අප්‍රිකානු කලාපයේ තවත් රටවල් තුනක් විනාශ කරමින් සිටි ඉබෝලා තර්ජනය effectively ලදායී ලෙස පාලනය කර තුරන් කළ පළමු රට 2014 ඉබෝලා පුපුරා යාමේ දී නයිජීරියාව විසින් භාවිතා කරන ලද නයිජීරියාවේ අද්විතීය සම්බන්ධතා ක්‍රමවේදය පසුව රටවල් විසින් භාවිතා කරන method ලදායී ක්‍රමයක් බවට පත්විය. ඉබෝලා තර්ජන සොයාගත් විට එක්සත් ජනපද වැනි. බටහිර අප්‍රිකානු කලාපයේ තවත් රටවල් තුනක් විනාශ කරමින් සිටි ඉබෝලා තර්ජනය effectively ලදායී ලෙස පාලනය කර තුරන් කළ පළමු රට 2014 ඉබෝලා පුපුරා යාමේ දී නයිජීරියාව විසින් භාවිතා කරන ලද නයිජීරියාවේ අද්විතීය සම්බන්ධතා ක්‍රමවේදය පසුව රටවල් විසින් භාවිතා කරන method ලදායී ක්‍රමයක් බවට පත්විය. ඉබෝලා තර්ජන සොයාගත් විට එක්සත් ජනපද වැනි.",බටහිර අප්‍රිකානු කලාපයේ තවත් රටවල් තුනක් විනාශ කරමින් සිටි ඉබෝලා තර්ජනය effectively ලදායී ලෙස පාලනය කර තුරන් කළ පළමු රට 2014 ඉබෝලා පුපුරා යාමේ දී නයිජීරියාව විසින් භාවිතා කරන ලද නයිජීරියාවේ අද්විතීය සම්බන්ධතා ක්‍රමවේදය පසුව රටවල් විසින් භාවිතා කරන method ලදායී ක්‍රමයක් බවට පත්විය. ඉබෝලා තර්ජන සොයාගත් විට එක්සත් ජනපද වැනි.,බටහිර අප්‍රිකානු කලාපයේ තවත් රටවල් තුනක් විනාශ කරමින් සිටි ඉබෝලා තර්ජනය effectively ලදායී ලෙස පාලනය කර තුරන් කළ පළමු රට 2014 ඉබෝලා පුපුරා යාමේ දී නයිජීරියාව විසින් භාවිතා කරන ලද නයිජීරියාවේ අද්විතීය සම්බන්ධතා ක්‍රමවේදය පසුව රටවල් විසින් භාවිතා කරන method ලදායී ක්‍රමයක් බවට පත්විය. ඉබෝලා තර්ජන සොයාගත් විට එක්සත් ජනපද වැනි.,2446
447,447,"බටහිර අප්‍රිකානු කලාපයේ තවත් රටවල් තුනක් විනාශ කරමින් සිටි ඉබෝලා තර්ජනය effectively ලදායී ලෙස පාලනය කර තුරන් කළ පළමු රට 2014 ඉබෝලා පුපුරා යාමේ දී නයිජීරියාව විසින් භාවිතා කරන ලද නයිජීරියාවේ අද්විතීය සම්බන්ධතා ක්‍රමවේදය පසුව රටවල් විසින් භාවිතා කරන method ලදායී ක්‍රමයක් බවට පත්විය. ඉබෝලා තර්ජන සොයාගත් විට එක්සත් ජනපද වැනි. න්‍යෂ්ටික තාක්‍ෂණය), සහ හවුල් ප්‍රසම්පාදනය.",දෙවන ලෝක සංග්‍රාමය අවසන් වන විට හා පසුව එක්සත් ජනපදය කුමන රට සමඟ ස්ථිර සන්ධානයක් ඇති කර ගත්තේද?,බ්‍රිතාන්‍යය,2447
448,448,"ඊශ්‍රායලය (/ ɪəzreɪəl / හෝ / ːəzriːəl /; හෙබ්‍රෙව්: יִשְׂרָאֵל Yisrāel; අරාබි: إِسْرَائِيل Isrāʼīl), නිල වශයෙන් ඊශ්‍රායල රාජ්‍යය (හෙබ්‍රෙව්: מְדִינַת ī Medīnat Yisrāel [mediˈnat jisʁaˈʔel] (සවන් දෙන්න); අරාබි: Aw aw ඩව්ලට් ඉස්රාල් [dawlat ʔisraːˈʔiːl]) යනු බටහිර ආසියාවේ ස්වෛරී රාජ්‍යයකි. රට මැද පෙරදිග මධ්‍යධරණි මුහුදේ ගිනිකොන දෙසින් සහ රතු මුහුදේ අකාබා බොක්කෙහි උතුරු වෙරළ තීරයේ පිහිටා ඇත. එය උතුරට ලෙබනනය, ඊසානදිග සිරියාව, නැගෙනහිර ජෝර්දානය, පලස්තීන භූමි ප්‍රදේශ (පලස්තීන රජය විසින් හිමිකම් කියනු ලබන අතර අර්ධ වශයෙන් ඊශ්‍රායලය විසින් පාලනය කරනු ලැබේ) බටහිර ඉවුර සහ ගාසා තීරය නැගෙනහිරින් සහ බටහිරින් පිළිවෙලින් සහ ඊජිප්තුව නිරිත දෙසින්. එහි සාපේක්ෂව කුඩා ප්‍රදේශය තුළ භූගෝලීය වශයෙන් විවිධ ලක්ෂණ එහි අඩංගු වේ. ඊස්රායලයේ මූල්‍ය හා තාක්‍ෂණ මධ්‍යස්ථානය ටෙල් අවිව් වන අතර ජෙරුසලම රටේ රාජ්‍ය පරිපාලනය යටතේ ස්වයං නම් කරන ලද අගනුවර සහ වඩාත්ම ජනාකීර්ණ තනි නගරය වේ. ජෙරුසලම කෙරෙහි ඊශ්‍රායල ස්වෛරීභාවය ජාත්‍යන්තරව හඳුනාගෙන නොමැත. [සටහන 1] [සටහන 1]",ඊශ්‍රායලයේ නිල රාජ්‍යය කුමක්ද?,ඊශ්රායෙල්,2448
449,449,"ආර්ථික මානව විද්‍යාව එහි පුළුල්තම histor තිහාසික, භූගෝලීය හා සංස්කෘතික විෂය පථය තුළ මානව ආර්ථික හැසිරීම පැහැදිලි කිරීමට උත්සාහ කරයි. එය ආර්ථික විද්‍යාවේ විනය සමඟ සංකීර්ණ සම්බන්ධතාවයක් ඇති අතර එය අතිශයින්ම විවේචනාත්මක ය. මානව විද්‍යාවේ උප ක්‍ෂේත්‍රයක් ලෙස එහි මූලාරම්භය ආරම්භ වන්නේ පෝලන්ත-බ්‍රිතාන්‍ය මානව විද්‍යාවේ නිර්මාතෘ බ්‍රොනිස්ලාවෝ මැලිනොව්ස්කි සහ ඔහුගේ ප්‍රංශ සගයා වන මාසෙල් මවුස්, වෙළඳපොල හුවමාරුවට විකල්පයක් ලෙස තෑගි දීමේ හුවමාරුවේ ස්වභාවය පිළිබඳව ය. ආර්ථික මානව විද්‍යාව බොහෝ දුරට හුවමාරුව කෙරෙහි අවධානය යොමු කර ඇත. දේශපාලන ආර්ථිකය ලෙස හැඳින්වෙන මාක්ස්ගෙන් ලබාගත් චින්තන පාසල ඊට වෙනස්ව නිෂ්පාදනය කෙරෙහි අවධානය යොමු කරයි. ආර්ථික මානව විද්‍යා ologists යින් විසින් ආර්ථික විද්‍යා ists යින් විසින් ඔවුන් වෙත යවන ලද ප්‍රාථමිකවාදී ස්ථානය අතහැර දමා ඇති අතර, දැන් මානව විද්‍යාත්මක දෘෂ්ටිකෝණයකින් සංගත, බැංකු සහ ගෝලීය මූල්‍ය පද්ධතිය පරීක්ෂා කිරීමට යොමු වී තිබේ. ආර්ථික මානව විද්‍යා ologists යින් විසින් ආර්ථික විද්‍යා ists යින් විසින් ඔවුන් වෙත යවන ලද ප්‍රාථමිකවාදී ස්ථානය අතහැර දමා ඇති අතර, දැන් මානව විද්‍යාත්මක දෘෂ්ටිකෝණයකින් සංගත, බැංකු සහ ගෝලීය මූල්‍ය පද්ධතිය පරීක්ෂා කිරීමට යොමු වී තිබේ.",ආර්ථික මානව විද්‍යාව අතිශයින් විවේචනාත්මක වන්නේ කුමක් ද?,ආර්ථික විනය,2449
450,450,"පූර්ව බාලාංශ අධ්‍යාපනයේ හොඳම රාජ්‍යය අතර රාජ්‍යය වන අතර, 2004 දී ප්‍රමිති, ගුණාත්මකභාවය සහ පෙර බාලාංශ අධ්‍යාපනය සඳහා ප්‍රවේශය සම්බන්ධයෙන් එක්සත් ජනපදයේ ප්‍රථම අධ්‍යාපන පර්යේෂණ ආයතනය විසින් එය ශ්‍රේණිගත කරන ලදී. ළමා පාසල් අධ්‍යාපනය. 2007 සිට 2008 දක්වා කාලය තුළ උසස් පාසැල් හැරයාමේ අනුපාතය සියයට 3.1 සිට 2.5 දක්වා අඩු වී ඇති අතර ඔක්ලහෝමා වෙනත් ප්‍රාන්ත 18 අතරට ශ්‍රේණිගත වී ඇත්තේ සියයට 3 ක් හෝ ඊට අඩු පාසල් හැරයාමේ අනුපාතයෙනි. උසස් පාසැල් ඩිප්ලෝමාධාරී වැඩිහිටියන් සංඛ්‍යාව සඳහා 2004 දී ප්‍රාන්තය ජාතියේ 36 වන ස්ථානයට පත්ව ඇති අතර එය සියයට 85.2 ක් වුවද දකුණු ප්‍රාන්ත අතර ඉහළම අනුපාතය එය සතු විය. උසස් පාසැල් ඩිප්ලෝමාධාරී වැඩිහිටියන් සංඛ්‍යාව සඳහා 2004 දී ප්‍රාන්තය ජාතියේ 36 වන ස්ථානයට පත්ව ඇති අතර එය සියයට 85.2 ක් වුවද දකුණු ප්‍රාන්ත අතර ඉහළම අනුපාතය එය සතු විය.",2007 දී ඔක්ලහෝමා හි උසස් පාසැල් හැරයාමේ අනුපාතය කොපමණද?,3.1,2450
451,451,"ක්‍රි.පූ 6 වන සියවසේ අගභාගයේදී, අසල්වැසි ජනගහනය විසින් ආර්මේනියාව ලෙස හැඳින්වූ පළමු භූගෝලීය වස්තුව අචෙමනිඩ් අධිරාජ්‍යය තුළ ඔරොන්ටයිඩ් රාජවංශය යටතේ ස්ථාපිත කරන ලදී. ක්‍රි.පූ 190 දී පළමුවන අර්ටැක්සියස් රජු යටතේ සෙලූසිඩ් අධිරාජ්‍යයේ බලපෑමෙන් රාජධානිය පූර්ණ ස්වෛරී බවට පත් වූ අතර අර්ටැක්සියාඩ් රාජවංශයේ පාලනය ආරම්භ කළේය. මහා ටයිග්‍රේන්ස් යටතේ ආර්මේනියාව ක්‍රි.පූ. 95 ත් 66 ත් අතර උච්චතම ස්ථානයට පැමිණ රෝමානු ජනරජයට නැගෙනහිරින් පිහිටි කාලයේ බලවත්ම රාජධානිය බවට පත්විය. මහා ටයිග්‍රේන්ස් යටතේ ආර්මේනියාව ක්‍රි.පූ. 95 ත් 66 ත් අතර උච්චතම ස්ථානයට පැමිණ රෝමානු ජනරජයට නැගෙනහිරින් පිහිටි කාලයේ බලවත්ම රාජධානිය බවට පත්විය.",අරමීනියා පූර්ණ ස්වෛරී වූයේ කවුරුන් යටතේද?,අර්ටැක්සියස් රජතුමා,2451
452,452,"එක්සත් ජනපද ව්‍යවස්ථාව මඟින් කොන්ග්‍රසයට “එක්සත් ජනපදයේ ණය මත මුදල් ණයට ගැනීමේ” බලය තිබිය යුතුය. ෆෙඩරල් සංචිත සටහන් නිකුත් කිරීමට ෆෙඩරල් සංචිත බැංකුවලට බලය පැවරීමෙන් කොන්ග්‍රසය එම බලය ක්‍රියාත්මක කර තිබේ. එම සටහන් ""එක්සත් ජනපදයේ බැඳීම්"" වන අතර ""එක්සත් ජනපදයේ භාණ්ඩාගාර දෙපාර්තමේන්තුවේ, වොෂිංටන් නගරයේ, කොලොම්බියා දිස්ත්‍රික්කයේ හෝ ඕනෑම ෆෙඩරල් සංචිත බැංකුවක ඉල්ලුම මත නීත්‍යානුකූල මුදලින් මුදවා ගනු ලැබේ"". ෆෙඩරල් සංචිත සටහන් ණය ගෙවීම සඳහා නීතියෙන් ""නෛතික ටෙන්ඩරය"" ලෙස නම් කර ඇත. එක්සත් ජනපද සටහන සහ ෆෙඩරල් සංචිත බැංකු සටහන ඇතුළුව තවත් වර්ග 10 ක මුදල් නෝට්ටු නිකුත් කිරීමට කොන්ග්‍රසය අවසර දී ඇත. ෆෙඩරල් සංචිත සටහන 1970 දශකයේ සිට සංසරණයේ පවතින එකම වර්ගයයි. ෆෙඩරල් සංචිත සටහන 1970 දශකයේ සිට සංසරණයේ පවතින එකම වර්ගයයි.",1970 දශකයේ සිට සංසරණයේ පවතින එකම නෝට්ටුව කුමක්ද?,ෆෙඩරල් සංචිත සටහන,2452
453,453,ලිපොන්කොට්ගේ කාර්යාලයේදී හොහෝෆ් හමුවීමට වසර හයකට පෙර මානසික රෝගයකින් පෙළුණු ඇගේ මව ලීට අහිමි විය. ඇටිකස් නිරූපණය කළ නීති lawyer වරියක වූ ඇගේ පියා ටූ කිල් අ මොකින්බර්ඩ් ප්‍රකාශයට පත් කිරීමෙන් වසර දෙකකට පසු මිය යනු ඇත. ඇටිකස් නිරූපණය කළ නීති lawyer වරියක වූ ඇගේ පියා ටූ කිල් අ මොකින්බර්ඩ් ප්‍රකාශයට පත් කිරීමෙන් වසර දෙකකට පසු මිය යනු ඇත.,ඇටිකස් චරිතය ලී විසින් නිරූපණය කළේ කුමන නීති lawyer යාට පසුවද?,ඇගේ පියා,2453
454,454,"දහනව වන ශතවර්ෂයේ දී සොබාදහම අනුකරණය කිරීමට පමණක් නොව නිශ්චිත හැඟීම් නිර්මාණය කිරීමට කලාවේ රතු පැහැය භාවිතා කරන ලදී. වර්ණ න්‍යාය ක්‍රමානුකූලව අධ්‍යයනය කිරීම සහ විශේෂයෙන් රතු සහ කොළ වැනි අනුපූරක වර්ණ එකිනෙකට යාබදව එකිනෙකට ශක්තිමත් වන ආකාරය අධ්‍යයනය කිරීමෙන් එය දුටුවේය. වින්සන්ට් වැන් ගොග් වැනි කලාකරුවන් මෙම අධ්‍යයනයන් ඉතා උනන්දුවෙන් අනුගමනය කළහ. 1888 දී ඔහුගේ සහෝදරයා වූ තියෝට ඔහුගේ චිත්‍රය විස්තර කරමින් වැන් ගොග් මෙසේ ලිවීය: “මම රතු සහ කොළ පැහැයෙන් යුත් භයානක මිනිස් ආශාවන් ප්‍රකාශ කිරීමට උත්සාහ කළෙමි. ශාලාව ලේ රතු සහ සුදුමැලි කහ පැහැය, හරිත බිලියඩ් මේසයක් මධ්‍යයේ , සහ ලෙමන් කහ ලාම්පු හතරක්, තැඹිලි සහ කොළ කිරණ ඇත. සෑම තැනකම එය වඩාත්ම වෙනස් රතු සහ හරිතයන්ගේ සටනක් හා ප්‍රතිවිරෝධයකි. ” සෑම තැනකම එය වඩාත්ම වෙනස් රතු සහ හරිතයන්ගේ සටනක් හා ප්‍රතිවිරෝධයකි. ”",වින්සන්ට් වැන් ගොග්ගේ සහෝදරයාගේ නම කුමක්ද?,තියෝ,2454
455,455,"2000 දී ඩෙල් නිවේදනය කළේ ටෙක්සාස්හි ටෙක්සාස් හි සංස්ථාපිත ට්‍රැවිස් ප්‍රාන්තයේ ලාස් සිමාස් කාර්යාල සංකීර්ණයේ වර්ග අඩි 80,000 (මීටර් 7,400) ක ඉඩමක් ඔස්ටින් සහ වෙස්ට් ලේක් හිල්ස් අතර බදු දී සමාගමේ විධායක කාර්යාල සහ ආයතනික මූලස්ථාන පවත්වාගෙන යන බවයි. ජ්‍යෙෂ් senior විධායකයින් 100 ක් 2000 වසර අවසන් වන විට ගොඩනැගිල්ලේ වැඩ කිරීමට නියමිතව තිබුණි. 2001 ජනවාරි මාසයේදී සමාගම ලූප් 360 හි පිහිටි ලාස් සිමාස් 2 හි ඉඩම බදු දුන්නේය. ලාස් සිමාස් 2 ඩෙල් හි විධායකයින්, ආයෝජන මෙහෙයුම් සහ සමහර ආයතනික කටයුතු . ලාස් සිමාස් 3 හි වර්ග අඩි 138,000 (මීටර් 12,800) ක ඉඩ ප්‍රමාණයක් සඳහා ද ඩෙල්ට විකල්පයක් තිබුණි. ව්‍යාපාරයේ මන්දගාමී වීමෙන් පසු සේවකයින් සහ නිෂ්පාදන ධාරිතාව අඩු කිරීම අවශ්‍ය වූ ඩෙල්, ලාස් සිමාස් කාර්යාල සංකීර්ණයේ ගොඩනැගිලි දෙකක සිය කාර්යාල යටපත් කිරීමට තීරණය කළේය. 2002 දී ඩෙල් නිවේදනය කළේ තම ඉඩම වෙනත් කුලී නිවැසියෙකුට ලබා දීමට සැලසුම් කර ඇති බවයි; කුලී නිවැසියෙකු ලබාගත් පසු එහි මූලස්ථානය රවුන්ඩ් රොක් වෙත ගෙන යාමට සමාගම සැලසුම් කළේය. 2003 වන විට ඩෙල් එහි මූලස්ථානය නැවත රවුන්ඩ් රොක් වෙත ගෙන ගියේය. එය ලාස් සිමාස් I සහ II සියල්ලම වර්ග අඩි 312,000 (මීටර 29,000) සමඟ 2003 න් පසු අවුරුදු හතක කාලයක් සඳහා බදු දුන්නේය. එම වසර වන විට දළ වශයෙන් වර්ග අඩි 100,000 ක් (මීටර 9,300 m2) නව අවශෝෂණය විය. subtenants. එම වසර වන විට දළ වශයෙන් වර්ග අඩි 100,000 (9,300 m2) නව අවකාශයන් විසින් අවශෝෂණය කර ගන්නා ලදී.",ටෙක්සාස් හි ඩෙල් බදු දුන් ඉඩ ප්‍රමාණය කොපමණ ද?,"වර්ග අඩි 80,000 කි",2455
456,456,එක්සත් රාජධානියේ ines ෂධ හා සෞඛ්‍ය නිෂ්පාදන නියාමන ඒජන්සිය (එක්සත් ජනපදයේ ආහාර හා Administration ෂධ පරිපාලනය (එෆ්ඩීඒ) වැනි නියාමකයින් the ෂධ සමාගම්වල අවශ්‍යතාවන්ට වඩා drug ෂධ සමාගම්වල අභිලාෂයන් ඉදිරියට ගෙන යන බව බෙන් ගෝල්ඩේකර් තර්ක කර තිබේ. නියාමකයා සහ සමාගම් අතර සේවකයින්ගේ කැරකෙන දොර හුවමාරුව හේතුවෙන් මහජනතාව සහ නියාමකයා සහ සමාගම් සේවකයින් අතර මිත්‍රත්වය වර්ධනය වේ. නව drugs ෂධ දැනටමත් ලබා ගත හැකි දේට වඩා වැඩිදියුණු කිරීමක් හෝ ඒවා විශේෂයෙන් .ලදායී බව නියාමකයින්ට අවශ්‍ය නොවන බව ඔහු තර්ක කරයි. නව drugs ෂධ දැනටමත් ලබා ගත හැකි දේට වඩා වැඩිදියුණු කිරීමක් හෝ ඒවා විශේෂයෙන් .ලදායී බව නියාමකයින්ට අවශ්‍ය නොවන බව ඔහු තර්ක කරයි.,නියාමකයින්ට එරෙහිව තර්ක කළේ කවුද?,බෙන් ගෝල්ඩකර්,2456
457,457,"ග්‍රීක සාහිත්‍යයේ ආරම්භයේ දී හෝමර්ගේ ස්මාරක කෘති දෙක වේ: ඉලියඩ් සහ ඔඩිසි. සංයුතියේ දිනයන් වෙනස් වුවද, මෙම කෘතීන් ක්‍රි.පූ 800 දී හෝ ඊට පසුව සවි කරන ලදී. සම්භාව්‍ය යුගයේදී බටහිර සාහිත්‍යයේ බොහෝ ප්‍රභේද වඩාත් ප්‍රකට විය. පද රචනා, odes, pastorrals, elegies, epigrams; හාස්‍යය හා ඛේදවාචකය නාටකාකාර ලෙස ඉදිරිපත් කිරීම; i තිහාසික ලේඛනය, වාචාලක නිබන්ධනයන්, දාර්ශනික අපෝහක හා දාර්ශනික නිබන්ධනයන් මේ කාලය තුළ පැන නැගුනි. ප්‍රධාන ගීත රචකයන් දෙදෙනා වූයේ සෆෝ සහ පින්ඩාර් ය. සම්භාව්‍ය යුගය ද නාට්‍යයේ උදාව දුටුවේය. සම්භාව්‍ය යුගය ද නාට්‍යයේ උදාව දුටුවේය.",හෝමර්ගේ කෘති දෙකක් මොනවාද?,ඉලියඩ් සහ ඔඩිසි,2457
458,458,"ඉලියඩ් සහ ඔඩිසි... වික්ටෝරියා හි කෘෂිකාර්මික නිෂ්පාදන, විශේෂයෙන් ලොම් සහ ඉහළ තීරුබදු වලින් ආරක්ෂා වන සංවර්ධනය වෙමින් පවතින නිෂ්පාදන අංශයක් අපනයනය කිරීමේ ප්‍රධාන වරාය ලෙස මෙල්බර්න් 1860 වන විට විශාල වශයෙන් රන් කැණීමත් සමඟ අඛණ්ඩව වර්ධනය විය. 1850 ගණන්වල අග භාගයේ සිට මෙල්බර්න් කේන්ද්‍ර කර පුළුල් තරාතිරමක දුම්රිය ජාලයක් තදාසන්න ප්‍රදේශ හරහා සහ ගම්බද ප්‍රදේශවලට ව්‍යාප්ත විය. 1860 සහ 1870 ගණන් වලදී ශ්‍රේෂ් Supreme ාධිකරණය, රජයේ නිවස සහ වික්ටෝරියා රැජින වැනි ප්‍රධාන පොදු ගොඩනැගිලි ආරම්භ කරන ලදී. මධ්‍යම නගරය සාප්පු හා කාර්යාල, වැඩමුළු සහ ගබඩාවලින් පිරී තිබුණි. විශාල බැංකු හා හෝටල් ප්‍රධාන වීදිවලට මුහුණ දුන් අතර, කොලින්ස් වීදියේ නැගෙනහිර කෙළවරේ කදිම නගර නිවාස, කුට්ටි තුළ මංතීරු දිගේ කුඩා කුටිවලට වඩා වෙනස් ය. මූලික වශයෙන් හඳුන්වා දුන් රෝග, විශේෂයෙන් වසූරිය, දේශසීමා හිංසනය සහ ඔවුන්ගේ ඉඩම් වලින් බැහැර කිරීම හේතුවෙන් 1863 වන විට ආදිවාසී ජනගහනය 80% කින් අඩුවී ඇතැයි ඇස්තමේන්තු කර ඇත....",1860 දී වික්ටෝරියා හි ප්‍රධාන කෘෂිකාර්මික නිෂ්පාදන වලින් එකක් කුමක්ද?,ලොම්,2458
459,459,"මෙය අවසානයේදී එල්.බී.ජේගේ සිවිල් අයිතිවාසිකම් පනතට තුඩු දුන් අතර එය ජනාධිපති කෙනඩි after ාතනයෙන් ටික කලකට පසු පැමිණියේය. මෙම ලේඛනය ඕනෑම ජනාධිපති කෙනඩි ඉදිරිපත් කළ දෙයට වඩා පරිපූර්ණ වූ අතර එබැවින් වඩාත් මතභේදාත්මක විය. එහි අරමුණ පොදු පහසුකම් ඒකාබද්ධ කිරීම පමණක් නොව, මහජනතාවට විකුණන ලද පුද්ගලික ව්‍යාපාර වන මොටෙල්, අවන්හල්, සිනමාහල් සහ ගෑස් මධ්‍යස්ථාන ය. රජයේ පාසල්, රෝහල්, පුස්තකාල, උද්‍යාන ආදිය මෙම පනතට ඇතුළත් විය. ෆෙඩරල් කොන්ත්‍රාත්තු ප්‍රදානය කිරීමේදී වෙනස් කොට සැලකීම තහනම් කිරීම සහ වෙනස් කොට සැලකීම් කරන ව්‍යාපාරවලට කොන්ත්‍රාත්තු ප්‍රතික්ෂේප කිරීමට රජයට බලය පැවරීම මගින් එය ජේඑෆ්කේ විධායක නියෝග 11114 සමඟ කටයුතු කළේය. වඩාත්ම වැදගත් දෙය නම්, සිවිල් අයිතිවාසිකම් පනතේ VII වන මාතෘකාව මඟින් සේවකයින් 25 ක් හෝ වැඩි ගණනක් සිටින සියලුම සමාගම්වල වෙනස්කම් කිරීම අවසන් කිරීමයි. ජාතියේ සේවා ස්ථානයේ වෙනස්කම් කිරීම අවසන් කිරීම සම්බන්ධයෙන් චෝදනා ලැබ සිටින ඒජන්සිය ලෙස තවත් විධිවිධානයක් සමාන රැකියා අවස්ථා කොමිසම පිහිටුවන ලදී. : 74 : 74",සමාන රැකියා අවස්ථා සී මඟ හැරීමේ අරමුණ කුමක්ද?,ජාතියේ සේවා ස්ථානයේ වෙනස්කම් කිරීම අවසන් කිරීම,2459
